N0	N1	N2	N3	N4	N5	N6	N7	N8	N9	N10	N11	N12	N13	N14	N15	M0P1	M0P2	M0P3	M0P4	Class
0	0	1	0	1	0	1	0	0	0	1	0	2	0	0	0	1	1	1	1	0
0	1	1	0	2	0	1	1	0	0	0	0	2	1	0	0	1	1	2	0	0
0	1	1	0	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0
1	0	1	1	0	2	0	1	0	1	0	1	0	0	0	0	0	2	1	1	0
0	1	1	0	1	1	1	1	0	1	2	0	1	0	0	0	1	1	1	1	0
1	0	1	0	0	2	1	0	0	1	0	1	2	0	0	0	0	1	0	1	0
0	0	0	0	1	1	1	1	0	1	0	0	1	0	0	0	1	0	0	1	0
0	1	1	0	1	2	0	0	0	0	0	0	0	1	0	0	2	1	0	1	0
1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	2	1	0	1	0
0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	2	2	2	0	0
1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	1	1	1	0
0	1	1	0	1	0	1	1	1	1	0	0	2	0	0	1	1	0	0	1	0
0	0	0	0	0	1	1	1	0	0	1	1	0	1	0	0	1	1	2	2	0
0	0	2	0	0	1	0	1	0	1	1	1	0	0	0	0	0	1	0	1	0
0	1	0	0	1	1	0	2	0	0	0	0	0	0	1	0	2	1	1	0	0
1	0	1	0	1	0	1	1	0	1	0	0	2	1	0	0	2	1	2	1	0
0	0	1	0	1	2	1	1	0	1	0	0	1	0	0	0	1	1	1	1	0
1	0	1	0	2	2	0	1	0	1	1	0	1	0	0	0	1	2	2	1	0
0	1	1	0	1	2	1	1	0	0	0	0	1	1	0	0	1	1	2	2	0
0	0	1	0	0	0	1	1	0	0	1	0	1	0	0	0	1	2	2	1	0
0	0	1	1	1	1	0	0	2	1	0	0	0	0	0	0	0	1	1	0	0
1	1	0	0	1	0	1	1	0	0	0	0	1	1	0	1	1	1	1	1	0
1	1	1	0	2	1	1	0	0	1	1	1	0	1	0	0	0	2	1	1	0
0	0	1	0	1	1	1	2	1	1	0	0	1	0	1	0	1	1	1	1	0
0	0	1	0	1	0	1	1	0	1	0	0	0	0	1	0	1	1	1	1	0
0	2	1	0	0	1	0	1	0	0	1	0	2	0	0	0	0	0	1	1	0
1	0	1	0	1	1	1	2	0	0	0	0	0	0	0	0	1	1	2	0	0
0	0	1	0	0	1	1	1	0	1	0	0	2	0	0	0	0	2	2	0	0
1	0	2	0	1	1	0	1	0	0	0	0	0	0	0	0	1	2	1	2	0
1	1	1	0	0	1	0	0	1	0	0	0	1	1	1	0	1	1	1	1	0
0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	1	1	2	2	0
0	1	1	0	1	2	1	1	0	0	0	0	0	1	0	0	1	1	1	1	0
1	1	1	0	0	1	1	1	2	1	0	1	1	1	0	0	1	0	0	1	0
1	0	0	0	0	2	0	0	0	0	1	0	1	1	0	0	1	0	1	0	0
0	1	1	0	1	0	1	0	1	0	0	2	0	1	1	1	1	0	0	1	0
0	0	1	0	1	0	0	1	1	1	0	0	1	1	0	0	1	0	1	0	0
0	0	0	1	1	1	2	0	1	1	0	0	1	0	1	0	0	0	0	2	0
0	0	2	0	1	1	1	0	0	0	0	0	0	0	0	0	2	0	2	2	0
0	1	0	0	0	1	0	0	0	0	1	0	1	0	1	1	0	1	1	0	0
1	2	0	1	2	2	1	1	1	0	0	0	1	0	1	0	2	1	0	1	0
0	0	1	0	1	2	1	1	0	0	1	0	0	0	0	0	1	1	0	2	0
0	0	1	1	0	0	2	2	0	1	1	0	0	1	0	0	1	1	2	2	0
0	2	0	0	1	1	0	1	0	0	0	0	0	1	0	0	1	2	1	0	0
0	0	0	0	2	2	0	2	0	0	0	0	1	0	0	0	1	0	1	2	0
0	1	2	0	0	0	1	0	1	0	1	0	1	1	0	0	0	1	0	1	0
0	0	1	1	0	1	1	0	0	0	0	0	1	1	1	1	1	1	0	0	0
0	1	0	0	1	1	0	0	0	1	0	0	1	1	0	1	2	0	0	0	0
1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	2	1	1	2	0
0	2	2	1	0	1	2	2	0	2	1	1	1	0	0	0	2	1	1	2	0
0	1	1	1	1	0	1	1	1	0	1	0	1	0	0	0	0	0	0	2	0
0	0	1	0	1	2	0	2	0	1	1	0	0	0	1	0	2	2	1	1	0
1	1	1	0	0	1	1	2	0	0	0	1	0	1	0	0	0	1	2	1	0
2	0	1	2	0	0	1	1	0	1	0	1	0	0	0	1	1	0	1	0	0
0	0	2	0	2	2	1	2	1	1	0	0	0	0	0	0	1	1	2	0	0
2	1	1	0	1	2	0	0	0	1	0	1	1	0	0	0	1	1	0	0	0
1	0	1	0	0	1	1	1	1	0	0	0	0	1	0	0	1	1	0	0	0
1	0	0	0	0	1	2	2	0	1	0	0	0	1	0	0	0	0	1	1	0
1	1	0	0	1	2	0	0	1	0	0	0	1	0	0	0	1	2	0	1	0
0	1	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0
1	0	1	0	1	0	0	0	0	1	1	0	1	0	1	0	1	1	1	1	0
1	2	1	0	1	1	1	1	1	0	0	0	1	0	1	0	2	2	1	1	0
1	0	1	0	1	1	1	0	0	1	0	0	1	0	0	0	1	1	1	1	0
1	1	2	0	1	1	1	1	2	1	1	0	1	0	0	0	1	1	1	1	0
0	0	0	1	0	1	1	2	0	0	0	0	0	1	0	0	0	1	0	1	0
0	1	1	0	2	2	1	1	1	0	0	0	1	0	0	0	1	1	1	1	0
1	0	1	0	1	0	0	0	0	0	0	0	1	2	0	0	2	2	1	1	0
0	0	1	0	1	1	1	0	0	0	2	0	1	0	1	0	1	2	1	2	0
1	0	0	0	0	0	1	2	0	1	1	0	1	0	0	0	1	1	1	1	0
0	0	0	0	2	0	1	0	1	0	0	0	2	0	1	0	1	1	0	2	0
0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	2	2	0	2	0
0	0	0	0	1	0	1	1	0	1	1	0	2	0	0	0	0	1	1	2	0
0	0	1	0	2	0	0	1	0	1	1	0	0	1	0	0	1	2	2	1	0
1	1	0	1	1	0	1	0	1	0	0	1	1	0	1	0	1	1	1	1	0
1	0	1	0	1	0	1	0	0	0	1	0	1	1	0	0	2	1	0	1	0
0	0	2	0	2	1	1	1	0	0	1	1	0	1	0	1	1	0	1	0	0
0	0	1	0	1	0	1	1	0	1	1	1	2	1	0	0	2	2	0	0	0
0	0	0	0	1	2	1	1	0	1	1	0	0	0	0	0	0	0	1	1	0
0	0	0	0	1	1	0	0	0	1	1	0	1	1	0	0	1	0	0	1	0
0	1	1	0	1	1	1	1	0	0	1	0	0	1	1	0	2	2	2	2	0
1	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	1	1	1	0
1	0	1	0	2	2	0	1	0	2	0	0	1	0	1	0	1	1	2	0	0
0	1	1	0	0	1	1	1	0	0	0	0	0	1	1	0	0	1	1	0	0
0	0	1	0	0	1	1	1	0	1	0	0	1	1	0	0	2	1	0	1	0
1	1	0	0	1	2	0	1	0	0	0	0	0	2	0	0	0	1	0	1	0
0	0	0	0	2	1	1	2	0	1	0	0	2	0	0	0	1	0	0	1	0
0	1	1	0	0	0	1	2	0	0	0	0	0	0	0	0	1	1	1	1	0
1	0	1	0	1	2	0	0	0	1	1	0	0	0	1	0	2	2	1	1	0
1	1	2	0	1	1	1	1	0	0	0	0	1	1	0	0	1	1	1	1	0
1	0	0	0	1	1	2	0	1	0	0	0	2	1	1	0	1	0	1	0	0
0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	1	0	0
0	0	1	0	2	0	1	1	0	0	1	0	1	1	0	0	1	0	1	2	0
0	1	2	0	1	1	0	0	0	1	0	0	1	1	0	0	0	1	0	1	0
0	0	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0
0	0	0	1	1	0	1	0	1	0	1	0	0	1	1	0	1	1	1	1	0
0	1	1	0	1	0	0	0	0	1	0	0	2	0	0	0	1	0	2	1	0
0	0	2	0	2	2	1	1	1	0	0	0	1	0	0	0	1	0	1	2	0
0	0	0	0	0	0	0	0	1	1	1	1	2	1	0	0	0	1	0	1	0
1	0	1	1	1	1	1	1	1	0	0	0	1	1	0	0	1	0	2	1	0
0	1	0	0	0	1	1	1	0	0	0	0	0	1	0	2	0	1	2	1	0
0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	2	2	0	0
0	1	1	1	0	1	0	1	0	0	0	0	1	1	0	0	1	1	1	1	0
0	2	0	0	2	1	1	0	0	1	0	0	1	1	0	0	2	1	1	0	0
1	0	2	0	1	1	0	0	0	1	0	0	0	2	0	0	2	0	0	2	0
0	1	1	0	1	0	0	1	0	0	1	0	1	0	0	0	2	1	2	1	0
2	0	1	0	1	0	1	1	1	1	0	1	0	0	0	0	0	1	2	1	0
0	0	1	0	1	1	0	1	0	0	1	0	0	1	0	0	2	0	1	1	0
0	0	1	0	1	0	2	1	0	0	1	0	1	2	1	0	0	1	1	0	0
1	1	2	0	0	1	0	0	2	1	0	0	1	0	0	0	2	1	0	1	0
2	1	1	0	0	1	0	1	0	2	0	0	1	0	0	1	0	2	1	1	0
0	1	0	0	1	1	0	2	0	0	0	1	0	0	0	0	1	2	1	0	0
0	1	1	0	1	1	0	1	0	0	1	0	1	0	0	0	0	1	1	0	0
2	0	1	0	0	1	1	0	0	0	1	1	0	0	0	0	1	0	1	0	0
0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	1	0	2	0
0	0	2	0	1	0	1	1	0	1	1	1	1	0	0	0	0	0	1	1	0
1	0	1	0	1	2	1	0	0	1	0	0	1	1	0	1	2	1	0	1	0
0	0	1	0	1	0	0	1	1	1	1	0	2	0	0	1	0	1	1	2	0
0	1	1	0	0	0	1	1	0	0	0	0	1	0	0	1	1	0	0	1	0
0	0	2	0	1	0	1	1	0	0	0	0	1	0	0	0	0	1	0	1	0
0	0	2	0	1	0	0	2	0	0	0	0	1	0	0	0	1	1	0	2	0
1	1	0	0	1	0	1	0	0	0	0	0	2	2	0	1	1	2	2	1	0
0	0	1	0	2	0	1	2	1	0	0	0	2	0	0	0	0	0	2	2	0
1	1	1	0	0	2	0	1	1	0	1	0	0	2	0	0	1	2	2	1	0
2	1	0	0	0	1	0	1	0	1	1	0	2	1	2	0	0	1	2	1	0
0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0
0	0	0	0	1	1	1	2	0	0	1	2	1	0	0	0	1	1	0	2	0
0	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	1	1	1	1	0
1	1	0	0	0	1	0	1	0	1	0	0	1	1	0	0	1	0	0	1	0
1	0	1	0	1	1	1	2	0	1	1	0	1	0	1	0	2	0	2	2	0
1	0	1	0	1	1	2	1	0	1	1	0	2	0	0	0	0	1	1	0	0
1	0	2	0	0	1	1	1	0	1	0	0	2	2	0	0	0	0	2	2	0
1	0	1	0	0	1	0	0	0	0	0	0	2	0	1	1	1	0	2	1	0
0	0	1	0	1	0	0	1	0	1	1	0	0	0	1	0	1	2	1	2	0
0	0	1	0	1	0	1	0	0	0	0	0	1	1	0	0	0	1	2	1	0
0	0	1	0	0	1	1	1	0	0	1	0	0	0	0	0	2	2	1	1	0
0	0	1	0	1	2	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0
0	1	2	1	0	1	0	1	0	1	1	0	2	0	0	0	1	1	1	1	0
0	1	1	0	0	0	1	0	0	0	0	0	1	1	1	0	2	1	0	1	0
0	1	1	0	0	1	0	0	0	2	0	0	0	0	1	0	1	0	1	0	0
0	0	2	1	0	2	1	0	0	1	1	0	1	0	0	1	0	1	1	2	0
1	0	1	1	2	1	0	1	0	0	0	1	1	0	0	0	1	2	2	1	0
0	0	2	0	1	1	0	0	1	1	0	1	1	1	0	0	1	2	0	1	0
1	1	1	0	1	1	0	0	0	0	0	1	1	1	0	0	1	2	2	1	0
0	1	1	0	0	2	2	0	0	0	0	0	1	0	0	0	1	2	1	0	0
0	1	0	0	1	2	0	0	0	2	1	0	1	1	0	0	2	0	1	1	0
0	0	1	0	2	0	2	0	0	0	0	0	2	1	0	0	1	1	0	2	0
0	1	1	1	1	0	0	1	0	0	0	1	1	0	2	1	1	1	1	1	0
1	0	1	1	0	1	0	1	1	0	0	1	2	0	0	0	1	2	2	1	0
2	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	2	1	2	0
1	0	1	0	1	1	0	0	0	2	1	0	1	1	0	1	2	1	1	2	0
1	1	1	0	2	1	0	1	0	0	0	0	1	0	0	0	1	2	1	0	0
0	0	0	0	1	1	0	0	1	0	0	0	1	0	2	0	2	2	0	2	0
0	1	0	1	1	0	0	1	0	2	1	0	2	1	0	0	1	2	1	2	0
0	0	0	0	1	1	1	1	0	1	2	1	1	2	0	0	2	1	1	0	0
1	0	1	0	0	1	1	0	0	0	0	0	1	1	0	0	1	2	1	2	0
0	0	2	0	1	1	1	1	1	0	1	0	1	0	0	0	1	1	2	2	0
1	0	0	1	0	0	1	1	0	0	2	1	1	1	0	0	1	1	1	1	0
0	0	1	0	2	2	0	1	0	1	1	0	1	0	0	0	1	1	1	1	0
0	1	1	0	2	1	1	0	0	0	2	0	0	0	0	0	1	1	1	1	0
0	0	1	0	1	0	0	1	1	1	0	0	2	0	1	0	1	1	2	0	0
1	0	0	0	1	0	1	0	0	0	0	0	2	1	0	0	1	1	1	1	0
0	0	0	0	0	1	1	2	0	0	0	0	1	0	0	0	0	1	0	1	0
0	0	1	1	2	1	1	0	0	1	0	0	0	0	0	0	2	2	1	1	0
1	0	1	1	0	2	1	1	0	1	1	0	0	0	0	0	1	1	0	2	0
1	0	1	0	1	2	1	2	0	0	0	0	0	1	0	0	1	1	2	0	0
0	0	1	0	0	0	0	2	1	0	0	0	1	0	0	0	2	1	1	0	0
1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	2	0	1	1	0
1	1	1	0	0	1	1	1	0	1	0	0	1	1	0	1	1	2	1	2	0
1	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0
1	1	1	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0
0	1	0	0	1	2	2	2	0	2	0	0	1	1	0	0	1	1	0	0	0
0	0	2	1	0	2	1	1	1	0	1	0	2	0	0	0	1	1	1	1	0
1	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	2	1	0
0	0	1	0	1	2	0	0	0	1	0	0	1	1	0	0	2	2	1	1	0
0	0	1	0	0	1	0	1	0	0	0	0	2	0	0	1	1	2	1	2	0
1	0	0	1	0	1	1	0	0	0	0	0	2	1	0	0	1	0	1	2	0
0	0	0	0	2	2	1	0	0	0	0	0	1	0	1	1	0	2	2	2	0
2	0	2	1	1	1	1	1	0	0	0	0	0	1	0	0	0	1	0	1	0
1	1	1	0	0	1	0	1	0	2	0	0	2	0	0	0	1	0	0	1	0
1	0	1	0	1	2	0	1	0	1	1	0	2	1	0	0	1	1	0	2	0
0	1	0	0	1	1	1	1	1	0	1	0	1	1	0	0	0	0	1	1	0
0	1	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
1	0	0	0	1	0	1	2	0	0	1	0	1	0	0	0	1	0	1	0	0
0	0	1	0	1	1	0	0	0	1	1	0	1	1	1	0	1	2	1	0	0
1	0	2	0	0	2	0	2	0	0	1	0	0	1	0	0	1	0	1	0	0
1	1	1	0	1	2	1	0	0	0	1	0	1	1	0	0	1	0	2	1	0
0	0	1	0	1	0	0	0	0	1	1	1	1	1	0	0	0	1	0	1	0
1	0	0	0	0	2	1	0	0	1	0	1	1	0	0	0	1	1	1	1	0
1	2	2	0	2	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0
1	1	0	0	2	1	2	0	1	0	0	1	1	0	0	0	0	1	1	2	0
2	0	0	0	0	1	1	1	0	1	0	0	1	2	0	0	0	0	2	0	0
0	0	0	0	1	1	0	1	0	0	1	0	1	1	0	0	2	0	2	0	0
1	1	1	0	2	2	1	0	1	1	0	0	0	0	0	0	2	1	1	2	0
0	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	1	0	2	1	0
0	0	1	0	1	1	1	1	0	0	1	1	0	1	0	0	2	2	1	1	0
0	0	0	0	1	1	0	0	0	0	0	0	2	1	0	0	1	2	2	1	0
1	0	0	1	1	2	0	1	0	1	0	0	1	1	0	0	1	1	1	1	0
0	1	1	0	0	0	2	1	0	0	0	0	1	0	1	0	2	1	1	2	0
1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	2	0
2	1	0	0	1	1	0	1	0	1	1	2	0	0	0	0	1	1	2	0	0
0	0	1	0	1	0	1	1	0	0	0	0	1	2	0	0	1	2	0	1	0
2	0	0	0	1	1	1	0	0	0	1	0	1	1	0	0	2	0	1	1	0
0	1	1	0	2	2	0	1	1	1	0	0	1	0	0	0	1	0	0	1	0
0	0	0	0	2	1	0	1	0	1	0	0	0	0	1	0	2	0	0	2	0
0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	1	0
0	1	1	1	0	1	1	0	1	0	1	1	0	0	0	0	2	1	1	0	0
1	1	1	0	1	1	1	0	0	0	0	0	0	1	0	0	0	1	2	1	0
0	0	0	0	1	2	0	1	1	1	0	0	1	1	0	0	0	0	0	2	0
0	1	2	0	1	1	1	1	0	1	0	0	2	0	0	0	1	1	0	0	0
2	1	2	0	0	0	0	0	0	0	0	1	1	0	0	0	2	1	2	1	0
0	1	0	0	1	2	0	2	0	0	1	0	1	2	0	0	1	2	1	0	0
1	1	2	0	2	2	0	1	0	0	0	0	2	1	0	0	1	0	0	1	0
1	0	1	0	0	2	2	0	0	0	0	0	1	0	1	0	1	2	1	0	0
0	0	1	0	1	0	0	1	1	1	0	1	1	0	0	0	1	0	1	0	0
0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	2	0	1	1	0
0	0	2	0	0	1	2	1	1	1	0	0	1	1	0	0	1	2	1	2	0
1	0	2	0	1	1	0	1	0	0	0	0	1	0	1	0	2	1	1	2	0
0	0	1	0	0	0	1	0	1	0	1	0	1	0	0	0	1	0	1	2	0
1	0	1	0	1	2	2	0	0	0	0	0	1	0	0	0	1	2	2	1	0
0	0	0	0	0	0	1	2	0	0	1	0	2	1	1	0	0	1	0	1	0
0	0	0	0	1	1	0	1	0	0	1	1	0	1	0	0	1	2	2	1	0
2	2	1	0	1	2	0	1	1	0	0	0	2	0	1	0	1	0	1	2	0
1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	1	1	0
1	0	2	0	1	1	1	1	2	1	1	0	1	0	0	0	1	1	1	1	0
1	1	2	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	1	1	0
0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0
1	1	1	0	1	0	1	2	1	1	0	0	1	0	0	0	1	1	1	1	0
0	1	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	2	0	2	0
1	0	1	0	0	0	1	2	1	1	0	0	1	1	0	0	1	1	0	0	0
1	1	1	0	0	2	1	2	0	1	1	0	1	1	0	0	1	1	1	1	0
0	0	0	0	1	1	1	1	0	1	0	0	2	0	0	0	1	1	1	1	0
0	0	1	0	1	2	0	1	0	1	0	0	2	1	0	0	2	1	2	1	0
2	0	0	0	1	1	1	1	2	0	0	1	0	1	0	1	1	1	0	0	0
0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	1	1	0	2	0
0	0	1	0	1	2	0	1	0	1	0	0	0	1	0	0	1	1	1	1	0
0	2	0	0	1	1	0	1	1	0	0	0	0	0	0	0	1	0	2	1	0
0	0	0	0	1	2	2	2	0	0	1	0	0	0	1	0	2	1	1	2	0
0	0	1	0	0	2	0	0	0	0	1	1	0	1	0	0	2	0	1	1	0
0	0	2	0	1	2	1	0	0	0	0	0	0	0	0	0	2	2	1	1	0
1	1	1	0	0	2	0	1	0	0	1	0	0	1	0	0	0	2	2	0	0
0	0	1	0	1	1	0	0	0	1	0	0	1	1	1	0	1	1	0	0	0
1	1	0	0	2	0	0	1	0	0	0	0	2	0	0	1	1	0	1	2	0
1	0	1	0	0	1	1	2	0	0	0	0	2	0	0	0	1	2	1	0	0
1	0	1	0	1	2	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0
1	1	0	0	1	0	0	1	1	0	1	0	0	1	0	0	0	2	0	2	0
1	0	1	0	2	1	1	0	0	1	0	1	0	0	0	0	1	1	1	1	0
0	0	0	0	0	2	2	0	1	0	0	0	1	0	0	0	2	1	0	1	0
0	0	1	0	1	1	1	0	0	1	1	0	1	1	1	0	1	2	2	1	0
0	0	0	0	1	2	1	1	0	0	1	0	2	1	1	0	2	2	0	0	0
0	0	1	0	2	1	1	1	0	0	0	0	0	1	0	0	1	1	2	0	0
0	0	2	0	0	0	0	0	1	2	0	0	2	0	0	0	1	2	0	1	0
0	0	1	0	0	1	2	1	0	1	1	1	2	0	0	0	2	0	1	1	0
0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	1	2	1	0	1	0
1	0	1	1	1	1	0	1	0	1	1	0	2	0	1	0	2	2	1	1	0
0	0	1	0	1	0	1	1	0	1	0	0	1	1	0	0	1	1	0	0	0
0	1	1	1	1	1	1	1	0	1	0	1	1	0	0	0	2	1	0	1	0
0	0	1	0	1	1	2	1	0	0	0	0	0	1	1	0	1	1	1	1	0
1	1	2	0	0	1	1	0	0	1	1	0	0	0	0	0	1	2	2	1	0
2	2	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0
0	0	0	0	1	2	0	1	1	0	1	0	0	2	0	1	0	1	0	1	0
0	0	2	0	0	1	1	2	1	0	0	1	1	1	0	0	2	0	1	1	0
1	1	0	1	1	2	0	2	1	0	1	0	0	0	0	0	0	1	1	0	0
1	0	1	0	2	1	0	1	0	0	0	1	2	0	0	0	1	0	0	1	0
1	1	2	0	0	1	0	1	0	0	1	0	2	0	0	0	2	2	1	1	0
0	1	0	0	0	0	0	1	0	0	0	1	1	1	1	0	1	0	1	2	0
0	2	2	0	2	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0
0	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	1	1	0	0	0
0	1	0	0	2	0	1	0	0	0	0	0	0	0	1	0	2	2	1	1	0
2	1	0	0	1	0	0	1	0	1	1	0	1	0	0	0	1	1	2	0	0
1	0	0	0	2	1	0	1	0	1	0	1	0	0	0	0	1	2	2	1	0
0	1	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	0	2	1	0
1	0	2	0	1	1	2	0	1	0	1	2	1	1	0	0	0	2	0	2	0
1	0	0	0	1	1	1	1	0	0	0	1	1	1	1	0	2	0	2	0	0
1	0	0	1	0	2	0	1	1	0	0	0	1	1	0	0	1	0	1	2	0
0	1	1	0	0	1	0	2	0	0	1	1	1	0	0	0	1	0	2	1	0
1	2	1	0	1	1	1	0	0	1	0	1	1	1	0	0	2	1	0	1	0
0	1	1	0	1	1	2	1	1	0	0	0	1	1	2	0	1	1	1	1	0
1	0	0	0	1	1	0	1	0	0	1	0	1	0	0	0	1	1	0	0	0
0	0	0	0	1	2	1	1	0	0	1	0	1	0	0	1	2	1	1	0	0
0	0	0	0	1	2	0	1	1	0	0	0	1	1	0	0	1	2	2	1	0
0	0	0	0	1	1	1	0	1	2	0	0	1	2	0	0	2	0	1	1	0
1	0	0	1	1	1	1	0	0	0	0	0	1	1	1	0	1	1	1	1	0
1	0	0	1	0	2	0	1	0	1	0	0	1	0	0	0	1	1	0	0	0
1	2	1	0	0	1	2	1	0	0	0	0	2	0	0	0	1	1	1	1	0
0	1	1	0	0	2	1	1	0	2	0	0	0	0	0	0	1	2	2	1	0
0	1	2	0	0	1	0	1	0	0	0	0	1	1	0	0	2	1	1	0	0
1	1	1	0	0	2	0	1	0	0	0	1	2	0	1	2	0	1	0	1	0
1	0	1	0	0	1	0	1	0	1	0	0	1	0	0	0	0	1	1	2	0
0	0	0	0	1	0	2	1	0	0	1	0	1	1	1	0	1	1	0	2	0
1	1	1	0	2	1	0	0	0	1	0	0	1	0	0	1	2	2	1	1	0
2	1	0	0	1	1	1	1	1	0	0	0	1	0	0	1	1	2	1	0	0
0	0	1	0	0	0	0	1	0	1	0	0	2	0	0	0	1	1	2	2	0
0	0	1	0	2	1	2	0	0	0	0	0	0	0	0	0	2	2	2	2	0
1	0	1	1	1	1	0	1	0	0	1	0	1	0	0	0	1	1	2	2	0
0	0	0	0	0	2	2	0	0	0	1	0	2	0	0	0	1	2	1	0	0
1	0	0	0	2	1	0	1	1	1	0	0	2	0	0	0	2	1	1	0	0
1	0	1	0	1	1	1	1	0	0	1	0	1	0	0	0	1	1	0	2	0
0	0	0	0	0	1	1	1	0	1	0	0	1	2	0	0	1	2	2	1	0
0	0	1	0	1	1	1	1	0	2	1	1	0	0	0	0	1	0	1	0	0
0	1	1	0	1	2	1	1	0	1	0	0	1	1	1	0	1	1	1	1	0
0	0	1	0	1	0	1	1	0	1	0	0	0	1	1	0	0	1	2	1	0
1	1	1	0	0	0	0	2	0	0	0	1	1	1	0	0	1	1	1	1	0
1	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0
0	1	2	0	2	0	1	1	0	1	0	1	0	0	0	0	0	1	0	1	0
0	1	0	0	1	2	1	1	1	1	1	0	2	1	0	0	1	0	0	1	0
1	0	1	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	2	0	0
0	0	1	0	1	1	1	0	0	1	1	0	1	0	0	0	2	1	1	0	0
0	2	1	1	2	0	0	1	0	0	2	1	1	0	0	0	1	2	1	0	0
0	1	1	1	1	1	0	1	0	1	0	1	1	0	1	0	0	1	1	0	0
1	0	0	0	1	2	1	1	1	0	0	0	1	1	0	0	1	1	2	2	0
1	0	0	0	0	2	0	0	0	0	0	0	1	1	1	0	0	0	1	1	0
2	2	0	0	1	1	0	1	0	0	0	0	1	1	1	0	0	2	2	2	0
1	1	1	0	1	2	0	0	0	0	0	0	0	0	0	0	1	2	2	1	0
0	1	0	0	2	2	1	0	0	0	0	0	1	0	0	0	0	1	1	2	0
0	1	1	0	1	1	0	1	0	0	0	0	0	0	1	0	2	1	1	0	0
1	0	2	0	1	1	0	1	0	0	0	0	1	2	0	1	1	2	2	1	0
0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	1	2	1	2	0
0	1	1	0	1	2	1	0	0	0	1	1	1	0	1	0	1	1	0	0	0
1	1	0	0	0	2	1	1	0	0	0	0	1	1	0	0	1	1	1	1	0
1	0	2	0	1	1	2	0	0	1	0	1	0	1	0	0	1	0	1	0	0
1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	2	1	0
0	0	2	0	1	2	1	2	0	0	0	0	0	1	0	0	2	1	2	1	0
1	0	1	0	1	2	0	0	1	0	2	0	2	0	0	0	1	1	1	1	0
0	0	0	0	1	0	1	1	0	0	0	0	1	0	1	0	1	2	1	2	0
0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	1	1	0	2	0
1	1	2	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0
0	0	2	0	1	2	0	1	0	0	0	0	1	0	0	0	0	1	2	1	0
0	0	1	0	2	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0
1	0	2	0	1	2	1	1	0	1	0	0	1	0	0	0	0	1	1	2	0
0	0	2	0	2	1	1	1	1	0	1	0	0	0	0	0	0	1	2	1	0
1	1	1	0	1	1	0	1	1	0	1	0	0	0	0	0	2	1	2	1	0
0	0	1	0	1	0	0	1	1	2	0	0	1	0	0	0	0	1	1	2	0
